EPISODE,TITLE,AURORA_BOREALIS,BARN,BEACH,BOAT,BRIDGE,BUILDING,BUSHES,CABIN,CACTUS,CLIFF,CLOUDS,DOCK,FARM,FENCE,FIRE,FLOWERS,FOG,GRASS,HILLS,LAKE,LIGHTHOUSE,MILL,MOON,MOUNTAIN,NIGHT,OCEAN,PATH,PERSON,PORTRAIT,RIVER,ROCKS,SNOW,STRUCTURE,SUN,TREE,WATERFALL,WAVES,WINDMILL,Image
S18E09,"""SEASCAPE FANTASY""",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"https://1209k.com/bobross/images/488051.jpg"""
S18E10,"""DOUBLE OVAL STREAM""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488061.jpg"""
S18E11,"""ENCHANTED FOREST""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488071.jpg"""
S18E12,"""SOUTHWEST SERENITY""",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"https://1209k.com/bobross/images/488081.jpg"""
S18E13,"""RIPPLING WATERS""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,"https://1209k.com/bobross/images/488091.jpg"""
S19E01,"""SNOWFALL MAGIC""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,"https://1209k.com/bobross/images/488921.jpg"""
S19E02,"""QUIET MOUNTAIN LAKE""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/489011.jpg"""
S19E03,"""FINAL EMBERS OF SUNLIGHT""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"https://1209k.com/bobross/images/489021.jpg"""
S19E04,"""SNOWY MORN""",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"https://1209k.com/bobross/images/489031.jpg"""
S19E05,"""CAMPER'S HAVEN""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/489041.jpg"""
S19E06,"""WATERFALL IN THE WOODS""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,"https://1209k.com/bobross/images/431615.jpg"""
S19E07,"""COVERED BRIDGE OVAL""",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,"https://1209k.com/bobross/images/488931.jpg"""
S19E08,"""SCENIC SECLUSION""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"https://1209k.com/bobross/images/488951.jpg"""
S19E09,"""EBB TIDE""",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,"https://1209k.com/bobross/images/488961.jpg"""
S19E10,"""AFTER THE RAIN""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488971.jpg"""
S19E11,"""WINTER'S ELEGANCE""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"https://1209k.com/bobross/images/488981.jpg"""
S19E12,"""EVENING'S PEACE""",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,"https://1209k.com/bobross/images/488991.jpg"""
S19E13,"""VALLEY OF TRANQUILITY""",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"https://1209k.com/bobross/images/489001.jpg"""
S20E01,"""MYSTIC MOUNTAIN""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/902961.jpg"""
S20E02,"""NEW DAY'S DAWN""",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,"https://1209k.com/bobross/images/902971.jpg"""
S20E03,"""PASTEL WINTER""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"https://1209k.com/bobross/images/902981.jpg"""
S20E04,"""HAZY DAY""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/902991.jpg"""
S20E05,"""DIVINE ELEGANCE""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/903001.jpg"""
S20E06,"""CLIFFSIDE""",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,"https://1209k.com/bobross/images/903011.jpg"""
S20E07,"""AUTUMN FANTASY""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/903021.jpg"""
S20E08,"""THE OLD OAK TREE""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/903031.jpg"""
S20E09,"""WINTER'S PARADISE""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,"https://1209k.com/bobross/images/431617.jpg"""
S20E10,"""DAYS GONE BY""",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,"https://1209k.com/bobross/images/903041.jpg"""
S20E11,"""CHANGE OF SEASONS""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/903051.jpg"""
S20E12,"""HIDDEN DELIGHT""",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"https://1209k.com/bobross/images/903061.jpg"""
S20E13,"""DOUBLE TAKE""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"https://1209k.com/bobross/images/903071.jpg"""
S21E01,"""VALLEY VIEW""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/424848.jpg"""
S21E02,"""TRANQUIL DAWN""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"https://1209k.com/bobross/images/424849.jpg"""
S21E03,"""ROYAL MAJESTY""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,"https://1209k.com/bobross/images/424851.jpg"""
S21E04,"""SERENITY""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"https://1209k.com/bobross/images/424852.jpg"""
S21E05,"""CABIN AT TRAIL'S END""",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,"https://1209k.com/bobross/images/424853.jpg"""
S21E06,"""MOUNTAIN RHAPSODY""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"https://1209k.com/bobross/images/424854.jpg"""
S21E07,"""WILDERNESS CABIN""",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"https://1209k.com/bobross/images/424856.jpg"""
S21E08,"""BY THE SEA""",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,"https://1209k.com/bobross/images/431616.jpg"""
S21E09,"""INDIAN SUMMER""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/446793.jpg"""
S21E10,"""BLUE WINTER""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,"https://1209k.com/bobross/images/446794.jpg"""
S21E11,"""DESERT GLOW""",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"https://1209k.com/bobross/images/446795.jpg"""
S21E12,"""LONE MOUNTAIN""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/446796.jpg"""
S21E13,"""FLORIDA'S GLORY""",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"https://1209k.com/bobross/images/446797.jpg"""
S22E01,"""AUTUMN IMAGES""",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488151.jpg"""
S22E02,"""HINT OF SPRINGTIME""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"https://1209k.com/bobross/images/488161.jpg"""
S22E03,"""AROUND THE BEND""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/S22E3.jpg""/"
S22E04,"""COUNTRYSIDE OVAL""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488181.jpg"""
S22E05,"""RUSSET WINTER""",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"https://1209k.com/bobross/images/488191.jpg"""
S22E06,"""PURPLE HAZE""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"https://1209k.com/bobross/images/S22E6.jpg""/"
S22E07,"""DIMENSIONS""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488201.jpg"""
S22E08,"""DEEP WILDERNESS HOME""",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"https://1209k.com/bobross/images/488211.jpg"""
S22E09,"""HAVEN IN THE VALLEY""",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,"https://1209k.com/bobross/images/488221.jpg"""
S22E10,"""WINTERTIME BLUES""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"https://1209k.com/bobross/images/488101.jpg"""
S22E11,"""PASTEL SEASCAPE""",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,"https://1209k.com/bobross/images/488111.jpg"""
S22E12,"""COUNTRY CREEK""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488121.jpg"""
S22E13,"""SILENT FOREST""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488131.jpg"""
S23E01,"""FROSTY WINTER MORN""",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"https://1209k.com/bobross/images/S22E13.jpg"""
S23E02,"""FOREST EDGE""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488141.jpg"""
S23E03,"""MOUNTAIN RIDGE LAKE""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488251.jpg"""
S23E04,"""REFLECTIONS OF GOLD""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,"https://1209k.com/bobross/images/488271.jpg"""
S23E05,"""QUIET COVE""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488281.jpg"""
S23E06,"""RIVER'S PEACE""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"https://1209k.com/bobross/images/488291.jpg"""
S23E07,"""AT DAWN'S LIGHT""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488301.jpg"""
S23E08,"""VALLEY WATERFALL""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,"https://1209k.com/bobross/images/488311.jpg"""
S23E09,"""TOWARD DAY'S END""",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,"https://1209k.com/bobross/images/488321.jpg"""
S23E10,"""FALLS IN THE GLEN""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"https://1209k.com/bobross/images/488331.jpg"""
S23E11,"""FROZEN BEAUTY IN VIGNETTE""",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"https://1209k.com/bobross/images/488341.jpg"""
S23E12,"""CRIMSON TIDE""",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,"https://1209k.com/bobross/images/488351.jpg"""
S23E13,"""WINTER BLISS""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"https://1209k.com/bobross/images/488361.jpg"""
S24E01,"""GRAY MOUNTAIN""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488371.jpg"""
S24E02,"""WAYSIDE POND""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488381.jpg"""
S24E03,"""TETON WINTER""",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"https://1209k.com/bobross/images/488391.jpg"""
S24E04,"""LITTLE HOME IN THE MEADOW""",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"https://1209k.com/bobross/images/488401.jpg"""
S24E05,"""A PRETTY AUTUMN DAY""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488411.jpg"""
S24E06,"""MIRRORED IMAGES""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488421.jpg"""
S24E07,"""BACK COUNTRY""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488431.jpg"""
S24E08,"""GRACEFUL WATERFALL""",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,"https://1209k.com/bobross/images/488441.jpg"""
S24E09,"""ICY LAKE""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"https://1209k.com/bobross/images/488451.jpg"""
S24E10,"""ROWBOAT ON THE BEACH""",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,"https://1209k.com/bobross/images/488461.jpg"""
S24E11,"""PORTRAIT OF WINTER""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"https://1209k.com/bobross/images/488471.jpg"""
S24E12,"""THE FOOTBRIDGE""",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,"https://1209k.com/bobross/images/488481.jpg"""
S24E13,"""SNOWBOUND CABIN""",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"https://1209k.com/bobross/images/488491.jpg"""
S25E01,"""HIDE-A-WAY COVE""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488501.jpg"""
S25E02,"""ENCHANTED FALLS OVAL""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"https://1209k.com/bobross/images/488511.jpg"""
S25E03,"""NOT QUITE SPRING""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"https://1209k.com/bobross/images/440525.jpg"""
S25E04,"""SPLASHES OF AUTUMN""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"https://1209k.com/bobross/images/440526.jpg"""
S25E05,"""SUMMER IN THE MOUNTAIN""",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/440527.jpg"""
S25E06,"""ORIENTAL FALLS""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,"https://1209k.com/bobross/images/440528.jpg"""
S25E07,"""AUTUMN PALETTE""",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/440529.jpg"""
S25E08,"""CYPRESS SWAMP""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/431619.jpg"""
S25E09,"""DOWNSTREAM VIEW""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/440530.jpg"""
S25E10,"""JUST BEFORE THE STORM""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"https://1209k.com/bobross/images/440531.jpg"""
S25E11,"""FISHERMAN'S PARADISE""",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,"https://1209k.com/bobross/images/431618.jpg"""
S25E12,"""DESERT HUES""",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"https://1209k.com/bobross/images/431620.jpg"""
S25E13,"""THE PROPERTY LINE""",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"https://1209k.com/bobross/images/440532.jpg"""
S26E01,"""IN THE STILLNESS OF MORNING""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/440533.jpg"""
S26E02,"""DELIGHTFUL MEADOW HOME""",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,"https://1209k.com/bobross/images/440534.jpg"""
S26E03,"""FIRST SNOW""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"https://1209k.com/bobross/images/488521.jpg"""
S26E04,"""LAKE IN THE VALLEY""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,"https://1209k.com/bobross/images/488531.jpg"""
S26E05,"""TRACE OF SPRING""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488541.jpg"""
S26E06,"""ARCTIC WINTER DAY""",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"https://1209k.com/bobross/images/488551.jpg"""
S26E07,"""SNOW BIRCH""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"https://1209k.com/bobross/images/488561.jpg"""
S26E08,"""EARLY AUTUMN""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488571.jpg"""
S26E09,"""TRANQUIL WOODED STREAM""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488581.jpg"""
S26E10,"""PURPLE MOUNTAIN RANGE""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://1209k.com/bobross/images/488591.jpg"""
S26E11,"""STORM'S A COMIN'""",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,"https://1209k.com/bobross/images/488601.jpg"""
S26E12,"""SUNSET AGLOW""",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488611.jpg"""
S26E13,"""EVENING AT THE FALLS""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,"https://1209k.com/bobross/images/488621.jpg"""
S27E01,"""TWILIGHT BEAUTY""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"https://1209k.com/bobross/images/488631.jpg"""
S27E02,"""ANGLER'S HAVEN""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"https://1209k.com/bobross/images/488641.jpg"""
S27E03,"""RUSTIC WINTER WOODS""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"https://1209k.com/bobross/images/422896.jpg"""
S27E04,"""WILDERNESS FALLS""",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,"https://1209k.com/bobross/images/422897.jpg"""
S27E05,"""WINTER AT THE FARM""",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,"https://1209k.com/bobross/images/422898.jpg"""
